season,date,match_name,result,h_odd,d_odd,a_odd
2012/2013,09 Feb 2013,Tottenham - Newcastle,2:1,1.64,3.89,5.54
2012/2013,03 Feb 2013,Manchester City - Liverpool,2:2,1.83,3.63,4.46
2012/2013,03 Feb 2013,West Brom - Tottenham,0:1,3.48,3.34,2.18
2012/2013,02 Feb 2013,Fulham - Manchester Utd,0:1,6.47,4.26,1.52
2012/2013,02 Feb 2013,Arsenal - Stoke,1:0,1.39,4.63,9.28
2012/2013,02 Feb 2013,Everton - Aston Villa,3:3,1.37,4.67,9.41
2012/2013,02 Feb 2013,Newcastle - Chelsea,3:2,4.11,3.46,1.94
2012/2013,02 Feb 2013,Reading - Sunderland,2:1,2.44,3.28,3.01
2012/2013,02 Feb 2013,West Ham - Swansea,1:0,2.42,3.28,3.03
2012/2013,02 Feb 2013,Wigan - Southampton,2:2,2.22,3.38,3.31
2012/2013,02 Feb 2013,QPR - Norwich,0:0,2.23,3.22,3.47
2012/2013,30 Jan 2013,Fulham - West Ham,3:1,2.42,3.27,3.05
2012/2013,30 Jan 2013,Manchester Utd - Southampton,2:1,1.24,6.63,11.68
2012/2013,30 Jan 2013,Reading - Chelsea,2:2,6.06,4.17,1.56
2012/2013,30 Jan 2013,Arsenal - Liverpool,2:2,2.14,3.36,3.55
2012/2013,30 Jan 2013,Everton - West Brom,2:1,1.56,4.10,6.16
2012/2013,30 Jan 2013,Norwich - Tottenham,1:1,4.32,3.57,1.87
2012/2013,29 Jan 2013,Aston Villa - Newcastle,1:2,2.80,3.25,2.61
2012/2013,29 Jan 2013,QPR - Manchester City,0:0,7.52,4.57,1.43
2012/2013,29 Jan 2013,Stoke - Wigan,2:2,2.19,3.23,3.55
2012/2013,29 Jan 2013,Sunderland - Swansea,0:0,2.55,3.21,2.90
2012/2013,23 Jan 2013,Arsenal - West Ham,5:1,1.48,4.35,7.20
2012/2013,21 Jan 2013,Southampton - Everton,0:0,3.66,3.41,2.09
2012/2013,20 Jan 2013,Tottenham - Manchester Utd,1:1,2.97,3.45,2.37
2012/2013,20 Jan 2013,Chelsea - Arsenal,2:1,1.97,3.56,3.85
2012/2013,19 Jan 2013,West Brom - Aston Villa,2:2,1.86,3.52,4.41
2012/2013,19 Jan 2013,Liverpool - Norwich,5:0,1.31,5.41,9.81
2012/2013,19 Jan 2013,Manchester City - Fulham,2:0,1.24,6.14,13.13
2012/2013,19 Jan 2013,Newcastle - Reading,1:2,1.65,3.85,5.44
2012/2013,19 Jan 2013,Swansea - Stoke,3:1,2.17,3.21,3.61
2012/2013,19 Jan 2013,West Ham - QPR,1:1,2.07,3.40,3.68
2012/2013,19 Jan 2013,Wigan - Sunderland,2:3,2.13,3.27,3.68
2012/2013,16 Jan 2013,Chelsea - Southampton,2:2,1.21,6.76,13.29
2012/2013,13 Jan 2013,Arsenal - Manchester City,0:2,2.73,3.34,2.62
2012/2013,13 Jan 2013,Manchester Utd - Liverpool,2:1,1.96,3.51,3.93
2012/2013,12 Jan 2013,Aston Villa - Southampton,0:1,2.51,3.34,2.84
2012/2013,12 Jan 2013,Everton - Swansea,0:0,1.57,4.03,6.10
2012/2013,12 Jan 2013,Fulham - Wigan,1:1,2.06,3.40,3.70
2012/2013,12 Jan 2013,Norwich - Newcastle,0:0,2.19,3.45,3.30
2012/2013,12 Jan 2013,Reading - West Brom,3:2,2.86,3.33,2.51
2012/2013,12 Jan 2013,Stoke - Chelsea,0:4,4.65,3.45,1.84
2012/2013,12 Jan 2013,Sunderland - West Ham,3:0,2.53,3.19,2.93
2012/2013,12 Jan 2013,QPR - Tottenham,0:0,4.65,3.71,1.77
2012/2013,02 Jan 2013,Newcastle - Everton,1:2,3.60,3.44,2.10
2012/2013,02 Jan 2013,Chelsea - QPR,0:1,1.26,6.05,12.21
2012/2013,02 Jan 2013,Liverpool - Sunderland,3:0,1.37,4.95,8.76
2012/2013,01 Jan 2013,Southampton - Arsenal,1:1,4.98,3.86,1.68
2012/2013,01 Jan 2013,Manchester City - Stoke,3:0,1.33,4.95,10.64
2012/2013,01 Jan 2013,Swansea - Aston Villa,2:2,1.61,3.94,5.77
2012/2013,01 Jan 2013,Tottenham - Reading,3:1,1.33,4.99,10.33
2012/2013,01 Jan 2013,West Ham - Norwich,2:1,1.99,3.42,3.88
2012/2013,01 Jan 2013,Wigan - Manchester Utd,0:4,5.01,3.71,1.73
2012/2013,01 Jan 2013,West Brom - Fulham,1:2,1.96,3.54,3.86
2012/2013,30 Dec 2012,QPR - Liverpool,0:3,4.31,3.64,1.84
2012/2013,30 Dec 2012,Everton - Chelsea,1:2,3.03,3.27,2.40
2012/2013,29 Dec 2012,Arsenal - Newcastle,7:3,1.45,4.42,7.35
2012/2013,29 Dec 2012,Aston Villa - Wigan,0:3,2.64,3.19,2.88
2012/2013,29 Dec 2012,Fulham - Swansea,1:2,2.21,3.33,3.35
2012/2013,29 Dec 2012,Manchester Utd - West Brom,2:0,1.31,5.45,9.75
2012/2013,29 Dec 2012,Norwich - Manchester City,3:4,6.41,3.99,1.55
2012/2013,29 Dec 2012,Reading - West Ham,1:0,2.78,3.25,2.59
2012/2013,29 Dec 2012,Stoke - Southampton,3:3,1.91,3.35,4.30
2012/2013,29 Dec 2012,Sunderland - Tottenham,1:2,3.54,3.26,2.16
2012/2013,26 Dec 2012,Stoke - Liverpool,3:1,3.74,3.18,2.12
2012/2013,26 Dec 2012,Aston Villa - Tottenham,0:4,4.02,3.48,1.94
2012/2013,26 Dec 2012,QPR - West Brom,1:2,2.38,3.31,3.01
2012/2013,26 Dec 2012,Fulham - Southampton,1:1,1.90,3.52,4.13
2012/2013,26 Dec 2012,Manchester Utd - Newcastle,4:3,1.26,5.77,11.00
2012/2013,26 Dec 2012,Norwich - Chelsea,0:1,5.56,3.76,1.65
2012/2013,26 Dec 2012,Reading - Swansea,0:0,2.92,3.33,2.43
2012/2013,26 Dec 2012,Sunderland - Manchester City,1:0,6.60,4.02,1.53
2012/2013,26 Dec 2012,Everton - Wigan,2:1,1.57,3.93,6.42
2012/2013,23 Dec 2012,Chelsea - Aston Villa,8:0,1.33,5.29,9.08
2012/2013,23 Dec 2012,Swansea - Manchester Utd,1:1,5.01,3.82,1.69
2012/2013,22 Dec 2012,Liverpool - Fulham,4:0,1.47,4.27,7.37
2012/2013,22 Dec 2012,Manchester City - Reading,1:0,1.12,9.13,19.80
2012/2013,22 Dec 2012,Newcastle - QPR,1:0,2.08,3.36,3.64
2012/2013,22 Dec 2012,Southampton - Sunderland,0:1,2.05,3.38,3.72
2012/2013,22 Dec 2012,Tottenham - Stoke,0:0,1.61,3.70,6.14
2012/2013,22 Dec 2012,West Brom - Norwich,2:1,2.00,3.43,3.82
2012/2013,22 Dec 2012,West Ham - Everton,1:2,2.95,3.21,2.48
2012/2013,22 Dec 2012,Wigan - Arsenal,0:1,4.83,3.70,1.74
2012/2013,17 Dec 2012,Reading - Arsenal,2:5,5.70,4.09,1.58
2012/2013,16 Dec 2012,West Brom - West Ham,0:0,1.98,3.49,3.79
2012/2013,16 Dec 2012,Tottenham - Swansea,1:0,1.65,3.83,5.37
2012/2013,15 Dec 2012,Liverpool - Aston Villa,1:3,1.37,4.78,9.00
2012/2013,15 Dec 2012,Manchester Utd - Sunderland,3:1,1.21,6.59,14.41
2012/2013,15 Dec 2012,Norwich - Wigan,2:1,2.27,3.37,3.16
2012/2013,15 Dec 2012,QPR - Fulham,2:1,2.61,3.27,2.74
2012/2013,15 Dec 2012,Stoke - Everton,1:1,3.17,3.10,2.40
2012/2013,15 Dec 2012,Newcastle - Manchester City,1:3,5.48,3.97,1.62
2012/2013,11 Dec 2012,Sunderland - Reading,3:0,1.90,3.45,4.22
2012/2013,10 Dec 2012,Fulham - Newcastle,2:1,2.04,3.43,3.67
2012/2013,09 Dec 2012,West Ham - Liverpool,2:3,3.04,3.24,2.41
2012/2013,09 Dec 2012,Everton - Tottenham,2:1,1.92,3.57,4.00
2012/2013,09 Dec 2012,Manchester City - Manchester Utd,2:3,2.12,3.38,3.52
2012/2013,08 Dec 2012,Arsenal - West Brom,2:0,1.57,3.98,6.13
2012/2013,08 Dec 2012,Aston Villa - Stoke,0:0,2.69,3.03,2.86
2012/2013,08 Dec 2012,Southampton - Reading,1:0,1.87,3.66,4.09
2012/2013,08 Dec 2012,Sunderland - Chelsea,1:3,6.08,3.81,1.61
2012/2013,08 Dec 2012,Swansea - Norwich,3:4,1.70,3.74,5.04
2012/2013,08 Dec 2012,Wigan - QPR,2:2,2.19,3.47,3.25
2012/2013,03 Dec 2012,Newcastle - Wigan,3:0,2.00,3.37,3.92
2012/2013,02 Dec 2012,Norwich - Sunderland,2:1,2.03,3.30,3.89
2012/2013,01 Dec 2012,Reading - Manchester Utd,3:4,7.38,4.59,1.43
2012/2013,01 Dec 2012,Arsenal - Swansea,0:2,1.45,4.43,7.33
2012/2013,01 Dec 2012,Fulham - Tottenham,0:3,2.94,3.32,2.43
2012/2013,01 Dec 2012,Liverpool - Southampton,1:0,1.37,4.87,8.75
2012/2013,01 Dec 2012,Manchester City - Everton,1:1,1.54,4.09,6.33
2012/2013,01 Dec 2012,QPR - Aston Villa,1:1,1.96,3.46,3.97
2012/2013,01 Dec 2012,West Brom - Stoke,0:1,2.16,3.27,3.49
2012/2013,01 Dec 2012,West Ham - Chelsea,3:1,4.47,3.53,1.84
2012/2013,28 Nov 2012,Manchester Utd - West Ham,1:0,1.23,6.31,12.54
2012/2013,28 Nov 2012,Wigan - Manchester City,0:2,6.88,4.52,1.46
2012/2013,28 Nov 2012,Chelsea - Fulham,0:0,1.42,4.60,7.79
2012/2013,28 Nov 2012,Everton - Arsenal,1:1,2.43,3.36,2.91
2012/2013,28 Nov 2012,Southampton - Norwich,1:1,1.94,3.54,3.94
2012/2013,28 Nov 2012,Stoke - Newcastle,2:1,2.10,3.24,3.75
2012/2013,28 Nov 2012,Swansea - West Brom,3:1,2.26,3.38,3.21
2012/2013,28 Nov 2012,Tottenham - Liverpool,2:1,2.52,3.29,2.86
2012/2013,27 Nov 2012,Aston Villa - Reading,1:0,1.98,3.41,3.91
2012/2013,27 Nov 2012,Sunderland - QPR,0:0,2.33,3.24,3.15
2012/2013,25 Nov 2012,Chelsea - Manchester City,0:0,2.50,3.39,2.80
2012/2013,25 Nov 2012,Tottenham - West Ham,3:1,1.70,3.70,5.12
2012/2013,25 Nov 2012,Southampton - Newcastle,2:0,2.10,3.51,3.42
2012/2013,25 Nov 2012,Swansea - Liverpool,0:0,3.60,3.44,2.07
2012/2013,24 Nov 2012,Aston Villa - Arsenal,0:0,4.58,3.68,1.78
2012/2013,24 Nov 2012,Everton - Norwich,1:1,1.48,4.33,6.89
2012/2013,24 Nov 2012,Manchester Utd - QPR,3:1,1.17,7.45,16.04
2012/2013,24 Nov 2012,Stoke - Fulham,1:0,2.16,3.30,3.47
2012/2013,24 Nov 2012,Wigan - Reading,3:2,1.91,3.51,4.08
2012/2013,24 Nov 2012,Sunderland - West Brom,2:4,2.44,3.31,2.92
2012/2013,19 Nov 2012,West Ham - Stoke,1:1,2.15,3.21,3.62
2012/2013,18 Nov 2012,Fulham - Sunderland,1:3,1.73,3.64,5.05
2012/2013,17 Nov 2012,Norwich - Manchester Utd,1:0,6.19,4.27,1.53
2012/2013,17 Nov 2012,Liverpool - Wigan,3:0,1.46,4.35,7.27
2012/2013,17 Nov 2012,Manchester City - Aston Villa,5:0,1.20,6.79,14.24
2012/2013,17 Nov 2012,Newcastle - Swansea,1:2,2.07,3.37,3.69
2012/2013,17 Nov 2012,QPR - Southampton,1:3,1.93,3.53,3.96
2012/2013,17 Nov 2012,Reading - Everton,2:1,4.56,3.67,1.79
2012/2013,17 Nov 2012,West Brom - Chelsea,2:1,3.57,3.48,2.07
2012/2013,17 Nov 2012,Arsenal - Tottenham,5:2,1.91,3.59,4.02
2012/2013,11 Nov 2012,Chelsea - Liverpool,1:1,1.84,3.66,4.25
2012/2013,11 Nov 2012,Newcastle - West Ham,0:1,1.97,3.53,3.80
2012/2013,11 Nov 2012,Manchester City - Tottenham,2:1,1.51,4.51,6.00
2012/2013,10 Nov 2012,Aston Villa - Manchester Utd,2:3,7.37,4.63,1.43
2012/2013,10 Nov 2012,Arsenal - Fulham,3:3,1.54,4.11,6.31
2012/2013,10 Nov 2012,Everton - Sunderland,2:1,1.40,4.56,8.59
2012/2013,10 Nov 2012,Reading - Norwich,0:0,2.26,3.41,3.15
2012/2013,10 Nov 2012,Southampton - Swansea,1:1,2.49,3.43,2.80
2012/2013,10 Nov 2012,Stoke - QPR,1:0,1.99,3.36,3.98
2012/2013,10 Nov 2012,Wigan - West Brom,1:2,2.20,3.35,3.34
2012/2013,05 Nov 2012,West Brom - Southampton,2:0,1.82,3.66,4.33
2012/2013,04 Nov 2012,Liverpool - Newcastle,1:1,1.61,4.14,5.37
2012/2013,04 Nov 2012,QPR - Reading,1:1,1.87,3.58,4.19
2012/2013,03 Nov 2012,West Ham - Manchester City,0:0,4.90,3.87,1.70
2012/2013,03 Nov 2012,Fulham - Everton,2:2,2.69,3.34,2.62
2012/2013,03 Nov 2012,Norwich - Stoke,1:0,2.46,3.24,2.95
2012/2013,03 Nov 2012,Sunderland - Aston Villa,0:1,2.02,3.27,3.94
2012/2013,03 Nov 2012,Swansea - Chelsea,1:1,4.34,3.61,1.84
2012/2013,03 Nov 2012,Tottenham - Wigan,0:1,1.50,4.18,6.85
2012/2013,03 Nov 2012,Manchester Utd - Arsenal,2:1,1.71,3.86,4.78
2012/2013,28 Oct 2012,Chelsea - Manchester Utd,2:3,2.25,3.33,3.26
2012/2013,28 Oct 2012,Newcastle - West Brom,2:1,1.94,3.48,3.99
2012/2013,28 Oct 2012,Southampton - Tottenham,1:2,3.63,3.48,2.05
2012/2013,28 Oct 2012,Everton - Liverpool,2:2,2.63,3.17,2.79
2012/2013,27 Oct 2012,Manchester City - Swansea,1:0,1.23,6.26,13.39
2012/2013,27 Oct 2012,Arsenal - QPR,1:0,1.36,4.91,8.78
2012/2013,27 Oct 2012,Reading - Fulham,3:3,3.01,3.33,2.38
2012/2013,27 Oct 2012,Stoke - Sunderland,0:0,1.94,3.30,4.26
2012/2013,27 Oct 2012,Wigan - West Ham,2:1,2.22,3.41,3.22
2012/2013,27 Oct 2012,Aston Villa - Norwich,1:1,1.96,3.47,3.89
2012/2013,21 Oct 2012,QPR - Everton,1:1,3.39,3.43,2.13
2012/2013,21 Oct 2012,Sunderland - Newcastle,1:1,2.85,3.13,2.62
2012/2013,20 Oct 2012,Norwich - Arsenal,1:0,6.97,4.46,1.46
2012/2013,20 Oct 2012,Fulham - Aston Villa,1:0,1.70,3.71,5.20
2012/2013,20 Oct 2012,Liverpool - Reading,1:0,1.31,5.27,9.90
2012/2013,20 Oct 2012,Manchester Utd - Stoke,4:2,1.30,5.32,11.00
2012/2013,20 Oct 2012,Swansea - Wigan,2:1,2.10,3.42,3.51
2012/2013,20 Oct 2012,West Brom - Manchester City,1:2,5.36,3.81,1.66
2012/2013,20 Oct 2012,West Ham - Southampton,4:1,1.83,3.69,4.30
2012/2013,20 Oct 2012,Tottenham - Chelsea,2:4,3.04,3.25,2.41
2012/2013,07 Oct 2012,Newcastle - Manchester Utd,0:3,4.49,3.98,1.73
2012/2013,07 Oct 2012,Liverpool - Stoke,0:0,1.49,4.14,7.24
2012/2013,07 Oct 2012,Tottenham - Aston Villa,2:0,1.44,4.35,7.68
2012/2013,07 Oct 2012,Southampton - Fulham,2:2,2.54,3.31,2.80
2012/2013,06 Oct 2012,West Ham - Arsenal,1:3,4.15,3.55,1.88
2012/2013,06 Oct 2012,Chelsea - Norwich,4:1,1.21,6.48,14.62
2012/2013,06 Oct 2012,Swansea - Reading,2:2,1.84,3.60,4.34
2012/2013,06 Oct 2012,West Brom - QPR,3:2,1.84,3.63,4.30
2012/2013,06 Oct 2012,Wigan - Everton,2:2,3.84,3.36,2.02
2012/2013,06 Oct 2012,Manchester City - Sunderland,3:0,1.30,5.32,11.11
2012/2013,01 Oct 2012,QPR - West Ham,1:2,2.38,3.32,3.02
2012/2013,30 Sep 2012,Aston Villa - West Brom,1:1,2.47,3.28,2.92
2012/2013,29 Sep 2012,Manchester Utd - Tottenham,2:3,1.53,4.19,6.31
2012/2013,29 Sep 2012,Everton - Southampton,3:1,1.41,4.61,8.04
2012/2013,29 Sep 2012,Fulham - Manchester City,1:2,4.72,3.65,1.77
2012/2013,29 Sep 2012,Norwich - Liverpool,2:5,4.67,3.64,1.77
2012/2013,29 Sep 2012,Reading - Newcastle,2:2,2.69,3.27,2.67
2012/2013,29 Sep 2012,Stoke - Swansea,2:0,1.95,3.40,4.08
2012/2013,29 Sep 2012,Sunderland - Wigan,1:0,2.17,3.27,3.49
2012/2013,29 Sep 2012,Arsenal - Chelsea,1:2,2.17,3.31,3.46
2012/2013,23 Sep 2012,Manchester City - Arsenal,1:1,1.75,3.79,4.65
2012/2013,23 Sep 2012,Tottenham - QPR,2:1,1.49,4.25,6.88
2012/2013,23 Sep 2012,Newcastle - Norwich,1:0,1.72,3.77,4.83
2012/2013,23 Sep 2012,Liverpool - Manchester Utd,1:2,2.68,3.16,2.75
2012/2013,22 Sep 2012,Chelsea - Stoke,1:0,1.37,4.64,9.32
2012/2013,22 Sep 2012,Southampton - Aston Villa,4:1,2.25,3.33,3.25
2012/2013,22 Sep 2012,West Brom - Reading,1:0,1.63,3.89,5.52
2012/2013,22 Sep 2012,West Ham - Sunderland,1:1,1.99,3.34,3.96
2012/2013,22 Sep 2012,Wigan - Fulham,1:2,2.38,3.28,3.04
2012/2013,22 Sep 2012,Swansea - Everton,0:3,3.19,3.22,2.33
2012/2013,17 Sep 2012,Everton - Newcastle,2:2,1.53,4.08,6.34
2012/2013,16 Sep 2012,Reading - Tottenham,1:3,3.66,3.38,2.07
2012/2013,15 Sep 2012,Sunderland - Liverpool,1:1,3.59,3.36,2.10
2012/2013,15 Sep 2012,Arsenal - Southampton,6:1,1.34,5.03,9.22
2012/2013,15 Sep 2012,Aston Villa - Swansea,2:0,2.31,3.27,3.18
2012/2013,15 Sep 2012,Fulham - West Brom,3:0,2.12,3.30,3.58
2012/2013,15 Sep 2012,Manchester Utd - Wigan,4:0,1.29,5.46,11.16
2012/2013,15 Sep 2012,QPR - Chelsea,0:0,4.40,3.51,1.85
2012/2013,15 Sep 2012,Stoke - Manchester City,1:1,5.47,3.69,1.67
2012/2013,15 Sep 2012,Norwich - West Ham,0:0,2.45,3.31,2.94
2012/2013,02 Sep 2012,Newcastle - Aston Villa,1:1,1.66,3.75,5.45
2012/2013,02 Sep 2012,Southampton - Manchester Utd,2:3,6.79,4.26,1.49
2012/2013,02 Sep 2012,Liverpool - Arsenal,0:2,1.87,3.56,4.19
2012/2013,01 Sep 2012,Manchester City - QPR,3:1,1.18,7.15,15.41
2012/2013,01 Sep 2012,Swansea - Sunderland,2:2,2.00,3.40,3.84
2012/2013,01 Sep 2012,Tottenham - Norwich,1:1,1.35,5.00,8.73
2012/2013,01 Sep 2012,West Brom - Everton,2:0,3.12,3.31,2.32
2012/2013,01 Sep 2012,Wigan - Stoke,2:2,2.09,3.28,3.71
2012/2013,01 Sep 2012,West Ham - Fulham,3:0,2.58,3.28,2.77
2012/2013,26 Aug 2012,Liverpool - Manchester City,2:2,2.93,3.32,2.44
2012/2013,26 Aug 2012,Stoke - Arsenal,0:0,3.19,3.29,2.30
2012/2013,25 Aug 2012,Chelsea - Newcastle,2:0,1.46,4.40,7.18
2012/2013,25 Aug 2012,Aston Villa - Everton,1:3,3.31,3.27,2.24
2012/2013,25 Aug 2012,Manchester Utd - Fulham,3:2,1.29,5.43,10.93
2012/2013,25 Aug 2012,Norwich - QPR,1:1,2.32,3.37,3.07
2012/2013,25 Aug 2012,Southampton - Wigan,0:2,2.15,3.37,3.44
2012/2013,25 Aug 2012,Tottenham - West Brom,1:1,1.58,3.94,6.07
2012/2013,25 Aug 2012,Swansea - West Ham,3:0,2.13,3.32,3.52
2012/2013,22 Aug 2012,Chelsea - Reading,4:2,1.28,5.44,11.02
2012/2013,20 Aug 2012,Everton - Manchester Utd,1:0,3.85,3.45,1.98
2012/2013,19 Aug 2012,Manchester City - Southampton,3:2,1.14,8.02,17.61
2012/2013,19 Aug 2012,Wigan - Chelsea,0:2,4.75,3.49,1.78
2012/2013,18 Aug 2012,Newcastle - Tottenham,2:1,2.70,3.25,2.64
2012/2013,18 Aug 2012,Arsenal - Sunderland,0:0,1.43,4.32,7.99
2012/2013,18 Aug 2012,Fulham - Norwich,5:0,1.79,3.54,4.57
2012/2013,18 Aug 2012,QPR - Swansea,0:5,1.94,3.40,3.98
2012/2013,18 Aug 2012,Reading - Stoke,1:1,2.38,3.26,3.03
2012/2013,18 Aug 2012,West Brom - Liverpool,3:0,4.57,3.51,1.81
2012/2013,18 Aug 2012,West Ham - Aston Villa,1:0,2.10,3.36,3.52
2011/2012,13 May 2012,Chelsea - Blackburn,2:1,1.25,6.05,10.87
2011/2012,13 May 2012,Everton - Newcastle,3:1,2.03,3.64,3.45
2011/2012,13 May 2012,Manchester City - QPR,3:2,1.12,8.76,19.06
2011/2012,13 May 2012,Norwich - Aston Villa,2:0,2.02,3.46,3.65
2011/2012,13 May 2012,Stoke - Bolton,2:2,2.15,3.86,2.99
2011/2012,13 May 2012,Sunderland - Manchester Utd,0:1,7.05,4.53,1.44
2011/2012,13 May 2012,Swansea - Liverpool,1:0,3.43,3.48,2.10
2011/2012,13 May 2012,Tottenham - Fulham,2:0,1.41,4.49,7.88
2011/2012,13 May 2012,West Brom - Arsenal,2:3,5.09,4.02,1.64
2011/2012,13 May 2012,Wigan - Wolves,3:2,1.55,4.05,6.02
2011/2012,08 May 2012,Liverpool - Chelsea,4:1,2.06,3.62,3.40
2011/2012,07 May 2012,Blackburn - Wigan,0:1,2.77,3.40,2.49
2011/2012,06 May 2012,Manchester Utd - Swansea,2:0,1.17,7.13,15.90
2011/2012,06 May 2012,Aston Villa - Tottenham,1:1,4.09,3.53,1.88
2011/2012,06 May 2012,Bolton - West Brom,2:2,2.15,3.39,3.36
2011/2012,06 May 2012,Fulham - Sunderland,2:1,1.70,3.73,4.92
2011/2012,06 May 2012,QPR - Stoke,1:0,1.77,3.67,4.57
2011/2012,06 May 2012,Wolves - Everton,0:0,4.67,3.72,1.74
2011/2012,06 May 2012,Newcastle - Manchester City,0:2,4.65,4.05,1.69
2011/2012,05 May 2012,Arsenal - Norwich,3:3,1.20,6.63,14.17
2011/2012,02 May 2012,Bolton - Tottenham,1:4,4.40,3.72,1.80
2011/2012,02 May 2012,Chelsea - Newcastle,0:2,1.45,4.51,6.84
2011/2012,01 May 2012,Liverpool - Fulham,0:1,1.72,3.66,4.96
2011/2012,01 May 2012,Stoke - Everton,1:1,3.04,3.25,2.37
2011/2012,30 Apr 2012,Manchester City - Manchester Utd,1:0,2.04,3.41,3.67
2011/2012,29 Apr 2012,Tottenham - Blackburn,2:0,1.34,5.20,8.62
2011/2012,29 Apr 2012,Chelsea - QPR,6:1,1.43,4.41,7.66
2011/2012,28 Apr 2012,Norwich - Liverpool,0:3,4.48,3.79,1.76
2011/2012,28 Apr 2012,Everton - Fulham,4:0,1.80,3.51,4.62
2011/2012,28 Apr 2012,Stoke - Arsenal,1:1,4.41,3.54,1.83
2011/2012,28 Apr 2012,Sunderland - Bolton,2:2,1.99,3.47,3.76
2011/2012,28 Apr 2012,Swansea - Wolves,4:4,1.49,4.18,6.63
2011/2012,28 Apr 2012,West Brom - Aston Villa,0:0,2.12,3.30,3.54
2011/2012,28 Apr 2012,Wigan - Newcastle,4:0,2.63,3.38,2.61
2011/2012,24 Apr 2012,Aston Villa - Bolton,1:2,2.04,3.39,3.67
2011/2012,22 Apr 2012,Liverpool - West Brom,0:1,1.39,4.71,8.18
2011/2012,22 Apr 2012,Wolves - Manchester City,0:2,13.71,6.75,1.20
2011/2012,22 Apr 2012,Manchester Utd - Everton,4:4,1.35,4.78,9.31
2011/2012,21 Apr 2012,QPR - Tottenham,1:0,3.59,3.46,2.05
2011/2012,21 Apr 2012,Aston Villa - Sunderland,0:0,2.15,3.24,3.51
2011/2012,21 Apr 2012,Blackburn - Norwich,2:0,1.94,3.60,3.75
2011/2012,21 Apr 2012,Bolton - Swansea,1:1,2.33,3.26,3.08
2011/2012,21 Apr 2012,Fulham - Wigan,2:1,1.84,3.61,4.24
2011/2012,21 Apr 2012,Newcastle - Stoke,3:0,1.69,3.58,5.39
2011/2012,21 Apr 2012,Arsenal - Chelsea,0:0,1.88,3.58,4.08
2011/2012,16 Apr 2012,Arsenal - Wigan,1:2,1.27,5.66,11.00
2011/2012,15 Apr 2012,Manchester Utd - Aston Villa,4:0,1.20,6.67,14.67
2011/2012,14 Apr 2012,Sunderland - Wolves,0:0,1.53,4.06,6.53
2011/2012,14 Apr 2012,Swansea - Blackburn,3:0,1.99,3.44,3.79
2011/2012,14 Apr 2012,West Brom - QPR,1:0,2.19,3.40,3.26
2011/2012,14 Apr 2012,Norwich - Manchester City,1:6,6.63,4.25,1.50
2011/2012,11 Apr 2012,QPR - Swansea,3:0,2.08,3.38,3.56
2011/2012,11 Apr 2012,Manchester City - West Brom,4:0,1.24,5.89,12.50
2011/2012,11 Apr 2012,Wigan - Manchester Utd,1:0,7.68,4.51,1.42
2011/2012,11 Apr 2012,Wolves - Arsenal,0:3,7.85,4.76,1.39
2011/2012,10 Apr 2012,Blackburn - Liverpool,2:3,3.13,3.39,2.26
2011/2012,09 Apr 2012,Fulham - Chelsea,1:1,3.34,3.32,2.19
2011/2012,09 Apr 2012,Aston Villa - Stoke,1:1,2.20,3.24,3.38
2011/2012,09 Apr 2012,Everton - Sunderland,4:0,1.95,3.34,4.08
2011/2012,09 Apr 2012,Newcastle - Bolton,2:0,1.51,4.16,6.38
2011/2012,09 Apr 2012,Tottenham - Norwich,1:2,1.29,5.48,10.33
2011/2012,08 Apr 2012,Arsenal - Manchester City,1:0,2.38,3.39,2.94
2011/2012,08 Apr 2012,Manchester Utd - QPR,2:0,1.16,7.36,15.58
2011/2012,07 Apr 2012,Stoke - Wolves,2:1,1.65,3.79,5.42
2011/2012,07 Apr 2012,Bolton - Fulham,0:3,2.42,3.32,2.90
2011/2012,07 Apr 2012,Chelsea - Wigan,2:1,1.34,4.99,9.13
2011/2012,07 Apr 2012,Liverpool - Aston Villa,1:1,1.39,4.52,8.50
2011/2012,07 Apr 2012,Norwich - Everton,2:2,2.94,3.25,2.43
2011/2012,07 Apr 2012,West Brom - Blackburn,3:0,1.92,3.48,4.04
2011/2012,07 Apr 2012,Sunderland - Tottenham,0:0,3.47,3.38,2.12
2011/2012,06 Apr 2012,Swansea - Newcastle,0:2,2.40,3.37,2.90
2011/2012,02 Apr 2012,Blackburn - Manchester Utd,0:2,7.99,4.61,1.40
2011/2012,01 Apr 2012,Tottenham - Swansea,3:1,1.39,4.66,8.23
2011/2012,01 Apr 2012,Newcastle - Liverpool,2:0,3.19,3.45,2.21
2011/2012,31 Mar 2012,Aston Villa - Chelsea,2:4,4.83,3.51,1.78
2011/2012,31 Mar 2012,Everton - West Brom,2:0,1.78,3.52,4.71
2011/2012,31 Mar 2012,Fulham - Norwich,2:1,1.64,3.77,5.57
2011/2012,31 Mar 2012,Manchester City - Sunderland,3:3,1.22,5.94,14.71
2011/2012,31 Mar 2012,QPR - Arsenal,2:1,6.23,4.05,1.54
2011/2012,31 Mar 2012,Wigan - Stoke,2:0,2.42,3.22,2.97
2011/2012,31 Mar 2012,Wolves - Bolton,2:3,2.31,3.30,3.13
2011/2012,26 Mar 2012,Manchester Utd - Fulham,1:0,1.22,6.06,14.20
2011/2012,25 Mar 2012,West Brom - Newcastle,1:3,1.99,3.48,3.72
